"Day","Items","Note","Amount"
"27","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(400)"
"27","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(400)"
"27","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(400)"
"27","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(400)"
"27","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(400)"
"27","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(400)"
"27","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(400)"
"27","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(400)"
"27","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(400)"
"27","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(400)"
"27","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(400)"
"27","Salary Expense","Cash Payment - Salary Expense","(21436)"
"27","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 3320","(200)"
"27","Sales E Commerce","Revenue - E-Commerce Sales","11819"
"27","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 3404","(300)"
"27","Sales E Commerce","Revenue - E-Commerce Sales","13338"
"27","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","15376"
"27","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16988"
"27","Retail","Revenue - Retail Sales Los Angeles - Shampoo","20243"
"27","Retail","Revenue - Retail Sales New York - Mouthwash","10498"
"27","Retail","Revenue - Retail Sales New York - Body Wash","16771"
"27","Retail","Revenue - Retail Sales New York - Shampoo","11808"
"27","Retail","Revenue - Retail Sales Chicago - Mouthwash","5040"
"27","Retail","Revenue - Retail Sales Chicago - Body Wash","8308"
"27","Retail","Revenue - Retail Sales Chicago - Shampoo","6231"
"27","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","9420"
"27","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","12570"
"27","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","10943"
"27","Retail","Revenue - Retail Sales Miami - Mouthwash","3588"
"27","Retail","Revenue - Retail Sales Miami - Body Wash","3654"
"27","Retail","Revenue - Retail Sales Miami - Shampoo","3565"
"27","Services","Revenue - Service Sales Order ID: 2455","260000"
"27","Services","Revenue - Service Sales Order ID: 2745","60000"
"27","Overdraft","Repayment","(625000)"
"27","Interest Expense","Cash Payment - Interest - For Overdraft","(2055)"
"27","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","(2336)"
"27","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"27","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"27","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(20230)"
"27","Rental Expense","Cash Payment - RentalNew York","(5360)"
"27","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(10960)"
"27","Rental Expense","Cash Payment - RentalChicago","(2960)"
"27","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(11492)"
"27","Rental Expense","Cash Payment - RentalWashington, D.C.","(7320)"
"27","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","(5022)"
"27","Rental Expense","Cash Payment - RentalMiami","(3360)"
"26","Wholesales (B2B)","Revenue - B2B SO ID: 2905","954855"
"26","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 2905","(9000)"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(400)"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(400)"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(400)"
"26","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(400)"
"26","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(400)"
"26","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(400)"
"26","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(400)"
"26","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(400)"
"26","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(400)"
"26","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(400)"
"26","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(400)"
"26","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(400)"
"26","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(400)"
"26","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(400)"
"26","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(400)"
"26","Salary Expense","Cash Payment - Salary Expense","(22208)"
"26","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","17019"
"26","Overdraft","Repayment","(625000)"
"26","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16306"
"26","Overdraft","Repayment","(625000)"
"26","Retail","Revenue - Retail Sales Los Angeles - Shampoo","18631"
"26","Retail","Revenue - Retail Sales New York - Mouthwash","20155"
"26","Retail","Revenue - Retail Sales New York - Body Wash","30101"
"26","Retail","Revenue - Retail Sales New York - Shampoo","22208"
"26","Retail","Revenue - Retail Sales Chicago - Mouthwash","5190"
"26","Retail","Revenue - Retail Sales Chicago - Body Wash","8060"
"26","Retail","Revenue - Retail Sales Chicago - Shampoo","6727"
"26","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","9330"
"26","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","13050"
"26","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","11284"
"26","Retail","Revenue - Retail Sales Miami - Mouthwash","3926"
"26","Retail","Revenue - Retail Sales Miami - Body Wash","3277"
"26","Retail","Revenue - Retail Sales Miami - Shampoo","3410"
"26","Services","Revenue - Service Sales Order ID: 2309","160000"
"26","Interest Expense","Cash Payment - Interest - For Overdraft","(2055)"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","(2496)"
"26","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"26","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(20440)"
"26","Rental Expense","Cash Payment - RentalNew York","(5360)"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(11320)"
"26","Rental Expense","Cash Payment - RentalChicago","(2960)"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(15096)"
"26","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"26","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","(1395)"
"26","Rental Expense","Cash Payment - RentalMiami","(3360)"
"25","Overdraft","","937500"
"25","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2297","(302400)"
"25","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2297","(342720)"
"25","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2297","(379620)"
"25","Overdraft","","468750"
"25","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2313","(302400)"
"25","Overdraft","","234375"
"25","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2313","(342720)"
"25","Overdraft","","234375"
"25","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2313","(379620)"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(400)"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(400)"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(400)"
"25","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(400)"
"25","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(400)"
"25","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(400)"
"25","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(400)"
"25","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(400)"
"25","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(400)"
"25","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(400)"
"25","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(400)"
"25","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(400)"
"25","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(400)"
"25","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(400)"
"25","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(400)"
"25","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 2928","(300)"
"25","Sales E Commerce","Revenue - E-Commerce Sales","12902"
"25","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 3068","(200)"
"25","Sales E Commerce","Revenue - E-Commerce Sales","11047"
"25","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","17670"
"25","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15469"
"25","Retail","Revenue - Retail Sales Los Angeles - Shampoo","21452"
"25","Retail","Revenue - Retail Sales New York - Mouthwash","18850"
"25","Retail","Revenue - Retail Sales New York - Body Wash","28954"
"25","Retail","Revenue - Retail Sales New York - Shampoo","20160"
"25","Retail","Revenue - Retail Sales Chicago - Mouthwash","4980"
"25","Retail","Revenue - Retail Sales Chicago - Body Wash","7905"
"25","Retail","Revenue - Retail Sales Chicago - Shampoo","6324"
"25","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","9690"
"25","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","13170"
"25","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","12307"
"25","Retail","Revenue - Retail Sales Miami - Mouthwash","3588"
"25","Retail","Revenue - Retail Sales Miami - Body Wash","3799"
"25","Retail","Revenue - Retail Sales Miami - Shampoo","3503"
"25","Services","Revenue - Service Sales Order ID: 1858","280000"
"25","Interest Expense","Cash Payment - Interest - For Overdraft","(4110)"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","(5280)"
"25","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"25","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(21000)"
"25","Rental Expense","Cash Payment - RentalNew York","(5360)"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(11400)"
"25","Rental Expense","Cash Payment - RentalChicago","(2960)"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(15368)"
"25","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee Miami","(1488)"
"25","Rental Expense","Cash Payment - RentalMiami","(3360)"
"24","Overdraft","","546875"
"24","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2134","(299700)"
"24","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2134","(339660)"
"24","Overdraft","","546875"
"24","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2134","(417240)"
"24","Wholesales (B2B)","Revenue - B2B SO ID: 1151","1011708"
"24","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 1151","(42000)"
"24","Wholesales (B2B)","Revenue - B2B SO ID: 1126","884163"
"24","Overdraft","Repayment","(625000)"
"24","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 1126","(56000)"
"24","Human Resource Expense","Counselled","(2000)"
"24","Human Resource Expense","Counselled","(2000)"
"24","Human Resource Expense","Counselled","(2000)"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(400)"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(400)"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(400)"
"24","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(400)"
"24","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(400)"
"24","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(400)"
"24","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(400)"
"24","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(400)"
"24","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(400)"
"24","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(400)"
"24","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(400)"
"24","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(400)"
"24","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(400)"
"24","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(400)"
"24","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(400)"
"24","Salary Expense","Cash Payment - Salary Expense","(22208)"
"24","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","17856"
"24","Overdraft","Repayment","(625000)"
"24","Retail","Revenue - Retail Sales Los Angeles - Body Wash","17980"
"24","Overdraft","Repayment","(625000)"
"24","Retail","Revenue - Retail Sales Los Angeles - Shampoo","19034"
"24","Retail","Revenue - Retail Sales New York - Mouthwash","17719"
"24","Retail","Revenue - Retail Sales New York - Body Wash","30380"
"24","Retail","Revenue - Retail Sales New York - Shampoo","19136"
"24","Retail","Revenue - Retail Sales Chicago - Mouthwash","5700"
"24","Retail","Revenue - Retail Sales Chicago - Body Wash","7285"
"24","Retail","Revenue - Retail Sales Chicago - Shampoo","7130"
"24","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","8490"
"24","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","11940"
"24","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","10509"
"24","Interest Expense","Cash Payment - Interest - For Overdraft","(1027)"
"24","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","(5440)"
"24","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"24","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"24","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(21770)"
"24","Rental Expense","Cash Payment - RentalNew York","(5360)"
"24","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(11520)"
"24","Rental Expense","Cash Payment - RentalChicago","(2960)"
"24","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(2108)"
"24","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"24","Rental Expense","Cash Payment - RentalMiami","(2240)"
"23","Overdraft","","937500"
"23","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2005","(288900)"
"23","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2005","(376380)"
"23","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2005","(406980)"
"23","Overdraft","","468750"
"23","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2752","(136800)"
"23","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2752","(146880)"
"23","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2752","(165680)"
"23","Wholesales (B2B)","Revenue - B2B SO ID: 2306","627640"
"23","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 2306","(6000)"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(400)"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(400)"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(400)"
"23","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(400)"
"23","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(400)"
"23","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(400)"
"23","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(400)"
"23","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(400)"
"23","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(400)"
"23","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(400)"
"23","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(400)"
"23","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(400)"
"23","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(400)"
"23","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(400)"
"23","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(400)"
"23","Salary Expense","Cash Payment - Salary Expense","(22208)"
"23","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","16182"
"23","Overdraft","Repayment","(625000)"
"23","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16306"
"23","Retail","Revenue - Retail Sales Los Angeles - Shampoo","21452"
"23","Retail","Revenue - Retail Sales New York - Mouthwash","18763"
"23","Retail","Revenue - Retail Sales New York - Body Wash","30845"
"23","Retail","Revenue - Retail Sales New York - Shampoo","19232"
"23","Retail","Revenue - Retail Sales Chicago - Mouthwash","5790"
"23","Retail","Revenue - Retail Sales Chicago - Body Wash","7409"
"23","Retail","Revenue - Retail Sales Chicago - Shampoo","6293"
"23","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","8580"
"23","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","12450"
"23","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","11284"
"23","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 195","(4400)"
"23","Interest Expense","Cash Payment - Interest - For Overdraft","(2312)"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","(9184)"
"23","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"23","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(8330)"
"23","Rental Expense","Cash Payment - RentalNew York","(5360)"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(11600)"
"23","Rental Expense","Cash Payment - RentalChicago","(2960)"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(2312)"
"23","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"23","Rental Expense","Cash Payment - RentalMiami","(2240)"
"22","Wholesales (B2B)","Revenue - B2B SO ID: 883","1815690"
"22","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 883","(63000)"
"22","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2754","(369360)"
"22","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2773","(164160)"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(400)"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(400)"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(400)"
"22","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(400)"
"22","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(400)"
"22","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(400)"
"22","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(400)"
"22","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(400)"
"22","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(400)"
"22","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(400)"
"22","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(400)"
"22","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(400)"
"22","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(400)"
"22","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(400)"
"22","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(400)"
"22","Salary Expense","Cash Payment - Salary Expense","(22208)"
"22","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","15686"
"22","Overdraft","Repayment","(625000)"
"22","Retail","Revenue - Retail Sales Los Angeles - Body Wash","16151"
"22","Overdraft","Repayment","(625000)"
"22","Retail","Revenue - Retail Sales Los Angeles - Shampoo","20243"
"22","Retail","Revenue - Retail Sales New York - Mouthwash","18009"
"22","Retail","Revenue - Retail Sales New York - Body Wash","27125"
"22","Retail","Revenue - Retail Sales New York - Shampoo","20448"
"22","Retail","Revenue - Retail Sales Chicago - Mouthwash","5730"
"22","Retail","Revenue - Retail Sales Chicago - Body Wash","7564"
"22","Retail","Revenue - Retail Sales Chicago - Shampoo","7316"
"22","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","9120"
"22","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","12570"
"22","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","11625"
"22","Interest Expense","Cash Payment - Interest - For Overdraft","(1027)"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","(12992)"
"22","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"22","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(3360)"
"22","Rental Expense","Cash Payment - RentalNew York","(5360)"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(3800)"
"22","Rental Expense","Cash Payment - RentalChicago","(2960)"
"22","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(2652)"
"22","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"22","Rental Expense","Cash Payment - RentalMiami","(2240)"
"21","Overdraft","","1250000"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1851","(190800)"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1851","(216240)"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1851","(296400)"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1865","(286200)"
"21","Overdraft","","625000"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1865","(324360)"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1865","(444600)"
"21","Overdraft","","625000"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2149","(654000)"
"21","Wholesales (B2B)","Revenue - B2B SO ID: 1831","797994"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2587","(85500)"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2587","(92650)"
"21","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2587","(103550)"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(400)"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(400)"
"21","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(400)"
"21","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(400)"
"21","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(400)"
"21","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(400)"
"21","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(400)"
"21","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(400)"
"21","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(400)"
"21","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(400)"
"21","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(400)"
"21","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(400)"
"21","Marketing Expense","Cash Payment - Marketing - Miami - Mouthwash","(400)"
"21","Marketing Expense","Cash Payment - Marketing - Miami - Body Wash","(400)"
"21","Marketing Expense","Cash Payment - Marketing - Miami - Shampoo","(400)"
"21","Salary Expense","Cash Payment - Salary Expense","(22208)"
"21","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","16182"
"21","Overdraft","Repayment","(625000)"
"21","Retail","Revenue - Retail Sales Los Angeles - Body Wash","17298"
"21","Retail","Revenue - Retail Sales New York - Mouthwash","19140"
"21","Retail","Revenue - Retail Sales New York - Body Wash","30845"
"21","Retail","Revenue - Retail Sales New York - Shampoo","19008"
"21","Retail","Revenue - Retail Sales Chicago - Mouthwash","5910"
"21","Retail","Revenue - Retail Sales Chicago - Body Wash","8432"
"21","Retail","Revenue - Retail Sales Chicago - Shampoo","7130"
"21","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","9300"
"21","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash","11460"
"21","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","12307"
"21","Interest Expense","Cash Payment - Interest - For Overdraft","(3082)"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee Los Angeles","(15872)"
"21","Rental Expense","Cash Payment - RentalLos Angeles","(2160)"
"21","Rental Expense","Cash Payment - RentalDetroit","(1800)"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(6160)"
"21","Rental Expense","Cash Payment - RentalNew York","(5360)"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","(3880)"
"21","Rental Expense","Cash Payment - RentalChicago","(2960)"
"21","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","(3536)"
"21","Rental Expense","Cash Payment - RentalWashington, D.C.","(4880)"
"21","Rental Expense","Cash Payment - RentalMiami","(2240)"
"20","Overdraft","","937500"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1712","(183600)"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1712","(206040)"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1712","(232560)"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1836","(187200)"
"20","Overdraft","","468750"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1836","(244800)"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 1836","(264480)"
"20","Overdraft","","234375"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2003","(128400)"
"20","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 2003","(180880)"
"20","Wholesales (B2B)","Revenue - B2B SO ID: 1133","1127700"
"20","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 1133","(12000)"
"20","Wholesales (B2B)","Revenue - B2B SO ID: 1136","1120182"
"20","Overdraft","Repayment","(625000)"
"20","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 1136","(12000)"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(400)"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(400)"
"20","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(400)"
"20","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(400)"
"20","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(400)"
"20","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(400)"
"20","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","(400)"
"20","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","(400)"
"20","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","(400)"
"20","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","(400)"
"20","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","(400)"
"20","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","(400)"
"20","Salary Expense","Cash Payment - Salary Expense","(22208)"
"20","Shipping Expense","Cash Payment - Move Stock ID: 1376","(20900)"
"20","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","15190"
"20","Overdraft","Repayment","(625000)"
"20","Retail","Revenue - Retail Sales Los Angeles - Body Wash","15965"
